10.1111/tpj.14781 | Azospirillum lipoferum | drought | maize | "In this context, the research was designed to study the effects of Azospirillum lipoferum strain (Accession no. GQ255950) inoculation on biochemical attributes and growth of maize plant under drought stress." | NO
10.1371/journal.pone.0231348 | Pseudomonas pseudoalcaligenes | salt | soybean | "We determined that 106 cells/mL of B. subtilis and P. pseudoalcaligenes was sufficient to induce tolerance in soybean against salinity stress (100 mM NaCl) in hydroponics by enhancing plant biomass, relative water content and osmolytes." | YES
10.1371/journal.pone.0231348 | Pseudomonas pseudoalcaligenes | salt | soybean | "Upon exposure of salinity stress, P. pseudoalcaligenes inoculated soybean plants showed tolerance by the increased activities of defense related system such as ion transport, antioxidant enzymes, proline and MDA content in shoots and roots." | YES
10.1371/journal.pone.0231348 | Pseudomonas pseudoalcaligenes | salt | soybean | "Additionally, soybean primed with P. pseudoalcaligenes and exposed to 100 mM NaCl showed a new protein band of 28 kDa suggesting that P. pseudoalcaligenes effectively reduced salt stress." | YES
10.1371/journal.pone.0231348 | Pseudomonas pseudoalcaligenes | salt | soybean | "However, a detailed study at molecular level to interpret the mechanism by which P. pseudoalcaligenes alleviates salt stress in soybean plants need to be explored." | NO
10.1371/journal.pone.0231348 | Pseudomonas pseudoalcaligenes | salt | soybean | "To the best of our knowledge, this is first report to show that P. pseudoalcaligenes can increase salinity tolerance in soybean plants by enhancing its defense responses; however, information is scanty about the role of P. pseudoalcaligenes in salinity tolerance of soybean." | NO
10.1371/journal.pone.0231348 | Pseudomonas pseudoalcaligenes | salt | soybean | "We also studied the role of halotolerant P. pseudoalcaligenes and B. subtilis in soybean growths with and without salt stress conditions." | NO
10.1371/journal.pone.0231348 | Bacillus subtilis | salt | soybean | "We also studied the role of halotolerant P. pseudoalcaligenes and B. subtilis in soybean growths with and without salt stress conditions." | NO
10.1371/journal.pone.0231348 | Pseudomonas pseudoalcaligenes | salt | soybean | "However, information is scanty about the role of halotolerant P. pseudoalcaligenes in salinity tolerance of soybean." | NO
10.1371/journal.pone.0231348 | Bacillus firmus | salt | soybean | "Results of our study are correlated with the findings of El-Esawi et al. [47] who reported a significant increase in salinity tolerance in soybean with the inoculation of halotolerant strain Bacillus firmus SW5." | YES
10.1371/journal.pone.0231348 | Pseudomonas pseudoalcaligenes | salt | soybean | "This protein is specifically related to defense and regulatory mechanisms of soybean plants that is induced by P. pseudoalcaligenes only in response to salt stress." | NO
10.1371/journal.pone.0231348 | Bacillus subtilis | salt | soybean | "In conclusion, P. pseudoalcaligenes and B. subtilis promoted plant growth and induced tolerance in soybean plant from damage to salt stress." | YES
10.1371/journal.pone.0231348 | Pseudomonas pseudoalcaligenes | salt | soybean | "In conclusion, P. pseudoalcaligenes and B. subtilis promoted plant growth and induced tolerance in soybean plant from damage to salt stress." | YES
10.1371/journal.ppat.1003221 | Trichoderma | salt | Arabidopsis | "Arabidopsis and cucumber (Cucumis sativus L.) plants treated with Trichoderma prior to salt stress imposition show significantly improved seed germination." | YES
10.1371/journal.ppat.1003221 | Trichoderma | salt | Cucumis sativus | "Arabidopsis and cucumber (Cucumis sativus L.) plants treated with Trichoderma prior to salt stress imposition show significantly improved seed germination." | YES
10.1371/journal.ppat.1003221 | Trichoderma | salt | Arabidopsis | "To further test Trichoderma-induced plant response to salt stress, the expression of 28 Arabidospis genes previously identified as NaCl responsive genes [37] and related to osmoprotection, or to general response to oxidative stress, was monitored by qPCR in control plants and plants subjected to salt stress (100 mM NaCl) with or without Trichoderma pre-treatment 48 hours before salt stress imposition (Figure 6A)." | NO
10.1371/journal.ppat.1003221 | Trichoderma | salt | Cucumis sativus | "Activation of the antioxidant defense by Trichoderma was found also in cucumber (Cucumis sativus) seedlings subjected to salt stress (100 mM NaCl) with or without Trichoderma pre-treatment." | YES
10.1371/journal.ppat.1003221 | Trichoderma | salt | cucumber | "In absence of saline stress cucumber (Figure 7A) or Arabidopsis (Figure 7B), seeds planted in soil treated with Trichoderma T203 (WT) or with ACC-deaminase mutant spores showed similar germination rates to those of the control seeds treatment." | NO
10.1371/journal.ppat.1003221 | Trichoderma | salt | Arabidopsis | "In absence of saline stress cucumber (Figure 7A) or Arabidopsis (Figure 7B), seeds planted in soil treated with Trichoderma T203 (WT) or with ACC-deaminase mutant spores showed similar germination rates to those of the control seeds treatment." | NO
10.1371/journal.ppat.1003221 | Trichoderma | salt | Arabidopsis | "In Arabidopsis, Trichoderma pre-treatment prior salt stress imposition also stimulates expression of various transcripts involved in osmoregulation and general oxidative stresses (Figure 6A)." | NO
10.1371/journal.ppat.1003221 | Trichoderma | salt | Arabidopsis | "For salt stress imposition in Arabidopsis, NaCl was added to the growth medium at a final concentration of 100 mM, two days after Trichoderma root inoculation and roots were collected after two more days." | NO
10.1371/journal.ppat.1003221 | Trichoderma | salt | cucumber | "For cucumber salt stress imposition NaCl was added at a final concentration of 100 mM two days after Trichoderma root inoculation." | NO
10.3389/fpls.2018.00452 | Bacillus amyloliquefaciens | salt | rice | "Several reports also indicate the role of signaling molecules in providing plant-associated-beneficial microbes-mediated abiotic stress tolerance in plants as, for example, MAPK5 was found to be differentially expressed in rice roots treated with Bacillus amyloliquefaciens, a plant growth promoting rhizobacteria (PGPR) under salt stress indicating the induction of MAPKs signaling in presence of PGPR in plants (Nautiyal et al., 2013)." | YES
10.1016/j.scitotenv.2020.139020 | Rhizobium leguminosarum | salt | Vicia faba | "In the present work, we examined the fate of Vicia faba microbiota structure and interaction network upon inoculation with plant-nodulating rhizobia (Rhizobium leguminosarum RhOF125) and non-nodulating strains (Paenibacillus mucilaginosus BLA7 and Ensifer meliloti RhOL1) in the presence (or absence) of saline stress." | NO
10.1016/j.scitotenv.2020.139020 | Paenibacillus mucilaginosus | salt | Vicia faba | "In the present work, we examined the fate of Vicia faba microbiota structure and interaction network upon inoculation with plant-nodulating rhizobia (Rhizobium leguminosarum RhOF125) and non-nodulating strains (Paenibacillus mucilaginosus BLA7 and Ensifer meliloti RhOL1) in the presence (or absence) of saline stress." | NO
10.1016/j.scitotenv.2020.139020 | Ensifer meliloti | salt | Vicia faba | "In the present work, we examined the fate of Vicia faba microbiota structure and interaction network upon inoculation with plant-nodulating rhizobia (Rhizobium leguminosarum RhOF125) and non-nodulating strains (Paenibacillus mucilaginosus BLA7 and Ensifer meliloti RhOL1) in the presence (or absence) of saline stress." | NO
10.1016/j.scitotenv.2020.139020 | Pseudomonas fluorescens | salt | maize | "In addition, inoculation of maize plants with P. fluorescens containing ACC deaminase has been reported to significantly enhance root elongation and plant biomass under saline conditions (Kausar and Shahzad, 2006)." | YES
10.1016/j.scitotenv.2020.139020 | Rhizobium leguminosarum | salt | Vicia faba | "We have examined here the effect of a combined application of three selected bioinoculants (V. faba-nodulating R. leguminosarum RhOF125, E. meliloti RhOL9, and P. mucilaginosus BLA7) on bacterial diversity and bacterial interaction network in the rhizosphere of V. faba cultivated under saline stress." | NO
10.1016/j.scitotenv.2020.139020 | Paenibacillus mucilaginosus | salt | Vicia faba | "We have examined here the effect of a combined application of three selected bioinoculants (V. faba-nodulating R. leguminosarum RhOF125, E. meliloti RhOL9, and P. mucilaginosus BLA7) on bacterial diversity and bacterial interaction network in the rhizosphere of V. faba cultivated under saline stress." | NO
10.1016/j.scitotenv.2020.139020 | Ensifer meliloti | salt | Vicia faba | "We have examined here the effect of a combined application of three selected bioinoculants (V. faba-nodulating R. leguminosarum RhOF125, E. meliloti RhOL9, and P. mucilaginosus BLA7) on bacterial diversity and bacterial interaction network in the rhizosphere of V. faba cultivated under saline stress." | NO
10.3390/su12219056 | Bacillus cereus | salt | wheat | "In another study, inoculation with phytohormone-producing, metal-tolerant bacterial strains Bacillus cereus and Pseudomonas moraviensis decreased the toxic effects of heavy metals on wheat growth under saline sodic soil conditions [172,173,174]." | YES
10.3390/su12219056 | Pseudomonas moraviensis | salt | wheat | "In another study, inoculation with phytohormone-producing, metal-tolerant bacterial strains Bacillus cereus and Pseudomonas moraviensis decreased the toxic effects of heavy metals on wheat growth under saline sodic soil conditions [172,173,174]." | YES
10.1016/j.apsoil.2019.05.023 | Bacillus pumilus | salt | wheat | "3.5. Effect of B. pumilus FAB10 inoculation response to wheat plants under salt stress" | NO
10.1016/S1002-0160(19)60839-8 | Phyllobacterium brassicacearum | salt | Arabidopsis | "Inoculation of PGPR Phyllobacterium brassicacearum strain STM196 into the rhizosphere of Arabidopsis plants enhanced their osmotic stress tolerance by elevating ABA levels, thereby decreasing leaf transpiration (Bresson et al., 2013)." | YES
10.1016/S1002-0160(19)60839-8 | Azospirillum brasilense | drought | wheat | "They observed that pre-inoculation of Azospirillum brasilense Sp245 to wheat enhanced crop yield and mineral quality with improved water potential, relative and absolute water content, cell wall elasticity, and apoplastic water fraction, indicating an increase in drought tolerance." | YES
10.1016/S1002-0160(19)60839-8 | Azospirillum | salt | wheat | "Pereyra et al. (2012) observed a significant increase in osmotic stress tolerance in wheat seedlings inoculated with Azospirillum as a consequence of specific morphological changes in coleoptile xylem architecture." | YES
10.1016/S1002-0160(19)60839-8 | Bacillus thuringiensis | drought | Lavandula dentata | "The plant growth-promoting rhizobacterium B. thuringiensis was reported to increase drought resista-nce in French lavender (Lavandula dentata) plants growing in drought-affected areas by increasing IAA production, thereby enhancing plant metabolic activities and significantly improving the nutritional and physiological status of the plant (Armada et al., 2014)." | YES
10.1016/S1002-0160(19)60839-8 | Bacillus amyloliquefaciens | drought | Lavandula dentata | "They reported that at the highest level of water stress, i.e., at 10% field capacity (FC), there was a significant improvement in shoot length of wheat plants inoculated with B. amyloliquefaciens S-134." | YES
10.1016/S1002-0160(19)60839-8 | Azospirillum lipoferum | drought | wheat | "Creus et al. (2004) reported the efficiency of Azospirillum lipoferum in increasing drought stress tolerance in wheat plants." | YES
10.1016/S1002-0160(19)60839-8 | Pseudomonas putida | drought | soybean | "Similarly, Kang et al. (2014b) studied the efficiency of GA-producing Pseudomonas putida H-2-3 on the growth and physiological processes of soybean plants growing under drought stress conditions." | NO
10.1016/S1002-0160(19)60839-8 | Bacillus aryabhattai | drought | soybean | "Recently, Park et al. (2017) studied the efficiency of Bacillus aryabhattai SRB02 in the production of gibberellin and other related phytohormones by inoculating soybean roots under drought stress conditions in South Korea." | NO
10.1016/S1002-0160(19)60839-8 | Pseudomonas aeruginosa | drought | Arabidopsis thaliana | "Similarly, Ghosh et al. (2019) reported that after inoculating Arabidopsis thaliana seedlings with GA-, auxin-, and CK-producing Pseudomonas aeruginosa PM389, Pseudomonas aeruginosa ZNP1, Bacillus endophyticus J13, and Bacillus tequilensis J12 strains individually, they observed that all four strains were able to alleviate the adverse effects of drought stress on plants, as evidenced by their enhanced fresh weight, dry weight, and water content compared to the uninoculated plants." | YES
10.1016/S1002-0160(19)60839-8 | Bacillus endophyticus | drought | Arabidopsis thaliana | "Similarly, Ghosh et al. (2019) reported that after inoculating Arabidopsis thaliana seedlings with GA-, auxin-, and CK-producing Pseudomonas aeruginosa PM389, Pseudomonas aeruginosa ZNP1, Bacillus endophyticus J13, and Bacillus tequilensis J12 strains individually, they observed that all four strains were able to alleviate the adverse effects of drought stress on plants, as evidenced by their enhanced fresh weight, dry weight, and water content compared to the uninoculated plants." | YES
10.1016/S1002-0160(19)60839-8 | Bacillus tequilensis | drought | Arabidopsis thaliana | "Similarly, Ghosh et al. (2019) reported that after inoculating Arabidopsis thaliana seedlings with GA-, auxin-, and CK-producing Pseudomonas aeruginosa PM389, Pseudomonas aeruginosa ZNP1, Bacillus endophyticus J13, and Bacillus tequilensis J12 strains individually, they observed that all four strains were able to alleviate the adverse effects of drought stress on plants, as evidenced by their enhanced fresh weight, dry weight, and water content compared to the uninoculated plants." | YES
10.1016/S1002-0160(19)60839-8 | Pseudomonas putida | drought | chickpea | "Similar results were reported by Tiwari et al. (2016) in ameliorating drought stress in chickpea cv. BG-362 (Desi) and cv. BG-1003 (Kabuli) after the inoculation of Pseudomonas putida MTCC5279 (RA) strain in vitro and under greenhouse conditions." | YES
10.1016/S1002-0160(19)60839-8 | Pseudomonas mendocina | drought | Lactuca sativa | "Priming of lettuce (Lactuca sativa) with PGPR Pseudomonas mendocina increased CAT activity in plants, thereby protecting the plants from oxidative damage caused by drought stress (Kohler, 2008)." | YES
10.1016/S1002-0160(19)60839-8 | Bacillus thuringiensis | drought | French lavender | "Similarly, Armada et al. (2014) observed that inoculation of autochthonous PGPR Bacillus thuringiensis to French lavender and sage (Salvia officinalis) promoted growth and drought tolerance via reduction in stomatal conductance as well as the activity of glutathione reductase (GR) and APX." | YES
10.1016/S1002-0160(19)60839-8 | Bacillus thuringiensis | drought | Salvia officinalis | "Similarly, Armada et al. (2014) observed that inoculation of autochthonous PGPR Bacillus thuringiensis to French lavender and sage (Salvia officinalis) promoted growth and drought tolerance via reduction in stomatal conductance as well as the activity of glutathione reductase (GR) and APX." | YES
10.1016/S1002-0160(19)60839-8 | Rhizobium leguminosarum | drought | wheat | "Similarly, Hussain et al. (2014) reported that inoculation of catalase- and EPS-producing Rhizobium leguminosarum (LR30), Mesorhizobium ciceri (CR-30 and CR-39), and Rhizobium phaseoli (MR-2) to wheat plants increased the growth, biomass, and drought tolerance of wheat seedlings." | YES
10.1016/S1002-0160(19)60839-8 | Mesorhizobium ciceri | drought | wheat | "Similarly, Hussain et al. (2014) reported that inoculation of catalase- and EPS-producing Rhizobium leguminosarum (LR30), Mesorhizobium ciceri (CR-30 and CR-39), and Rhizobium phaseoli (MR-2) to wheat plants increased the growth, biomass, and drought tolerance of wheat seedlings." | YES
10.1016/S1002-0160(19)60839-8 | Rhizobium phaseoli | drought | wheat | "Similarly, Hussain et al. (2014) reported that inoculation of catalase- and EPS-producing Rhizobium leguminosarum (LR30), Mesorhizobium ciceri (CR-30 and CR-39), and Rhizobium phaseoli (MR-2) to wheat plants increased the growth, biomass, and drought tolerance of wheat seedlings." | YES
10.1016/S1002-0160(19)60839-8 | Paenibacillus polymyxa | drought | Arabidopsis | "Microbial-induced systemic tolerance (MIST) to drought was observed in Arabidopsis plants primed with Paenibacillus polymyxa due to expression of drought stress-responsive early response to dehydration 15 (ERD15) gene and ABA-responsive gene RAB18 (Timmusk and Wagner, 1999)." | YES
10.1016/S1002-0160(19)60839-8 | Bacillus cereus | drought | cucumber | "Wang et al. (2012) observed that MIST to drought tolerance was induced in cucumber plants primed by Bacillus cereus AR156, Bacillus subtilis SM21, and Serratia spp. XY21 via increasing the transcriptional levels of cytosolic ascorbate peroxidase (cAPX) as well as ribulose-1,5-bisphosphate carboxylase oxygenase small and large subunit (RBCS and RBCL, respectively), thereby conferring induced systemic tolerance (IST) in plants under drought stress." | YES
10.1016/S1002-0160(19)60839-8 | Bacillus subtilis | drought | cucumber | "Wang et al. (2012) observed that MIST to drought tolerance was induced in cucumber plants primed by Bacillus cereus AR156, Bacillus subtilis SM21, and Serratia spp. XY21 via increasing the transcriptional levels of cytosolic ascorbate peroxidase (cAPX) as well as ribulose-1,5-bisphosphate carboxylase oxygenase small and large subunit (RBCS and RBCL, respectively), thereby conferring induced systemic tolerance (IST) in plants under drought stress." | YES
10.1016/S1002-0160(19)60839-8 | Serratia | drought | cucumber | "Wang et al. (2012) observed that MIST to drought tolerance was induced in cucumber plants primed by Bacillus cereus AR156, Bacillus subtilis SM21, and Serratia spp. XY21 via increasing the transcriptional levels of cytosolic ascorbate peroxidase (cAPX) as well as ribulose-1,5-bisphosphate carboxylase oxygenase small and large subunit (RBCS and RBCL, respectively), thereby conferring induced systemic tolerance (IST) in plants under drought stress." | YES
10.1016/S1002-0160(19)60839-8 | Bacillus licheniformis | drought | pepper | "Lim and Kim (2013) observed that priming of pepper plants with PGPR strain Bacillus licheniformis B11 resulted in significant increase in plant growth under drought stress conditions." | YES
10.1016/S1002-0160(19)60839-8 | Bacillus licheniformis | drought | pepper | "Several reports observed stimulated expression of various drought stress tolerance genes (such as Cadhn, VA, sHSP, and CaPR10) in various plants, e.g., pepper plants showed a 1.5-fold increase in drought tolerance after the inoculation of Bacillus licheniformis B11 (Lim and Kim, 2013)." | YES
10.1016/S1002-0160(19)60839-8 | Pseudomonas putida | salt | cotton | "They reported that inoculation of PGPR strain Pseudomonas putida Rs-198 resulted in increased production of endogenous IAA, promoting the growth of cotton seedlings growing under salt stress." | YES
10.1016/S1002-0160(19)60839-8 | Bacillus amyloliquefaciens | salt | maize | "Bacillus amyloliquefaciens SQR9 was reported to enhance salt tolerance in maize seedlings growing in salinized soil." | YES
10.1016/S1002-0160(19)60839-8 | Pseudomonas knackmussii | salt | Arabidopsis thaliana | "It was recently reported that priming of IAA-producing Pseudomonas knackmussii MLR6 to Arabidopsis thaliana increased plant growth and reduced oxidative damages caused by salt stress compared to control plants (Rabhi et al., 2018)." | YES
10.1016/S1002-0160(19)60839-8 | Pseudomonas trivialis | salt | Goat's rue | "Egamberdieva et al. (2013) reported that inoculation of Pseudomonas trivialis 3Re27 to goat's rue plants (Galega officinalis) increased salt tolerance in salt-affected plants by promoting root and shoot growth." | YES
10.1016/S1002-0160(19)60839-8 | Bacillus | salt | pepper | "Priming of pepper plants with Bacillus sp. WU5 promoted the growth of pepper seedlings in terms of increased fresh weight, dry weight, shoot length, and root length in comparison to the uninoculated plants under saline conditions (Wang et al., 2018)." | YES
10.1016/S1002-0160(19)60839-8 | Burkholderia cepacia | salt | cucumber | "On the other hand, Kang et al. (2014a) observed that priming of cucumber plants with ABA-producing microbial consortium of Burkholderia cepacia SE4, Promicromonospora sp. SE188, and Acinetobacter calcoaceticus SE370 decreased ABA levels in plants, thereby defending them from severe damage caused by salt stress." | YES
10.1016/S1002-0160(19)60839-8 | Promicromonospora | salt | cucumber | "On the other hand, Kang et al. (2014a) observed that priming of cucumber plants with ABA-producing microbial consortium of Burkholderia cepacia SE4, Promicromonospora sp. SE188, and Acinetobacter calcoaceticus SE370 decreased ABA levels in plants, thereby defending them from severe damage caused by salt stress." | YES
10.1016/S1002-0160(19)60839-8 | Acinetobacter calcoaceticus | salt | cucumber | "On the other hand, Kang et al. (2014a) observed that priming of cucumber plants with ABA-producing microbial consortium of Burkholderia cepacia SE4, Promicromonospora sp. SE188, and Acinetobacter calcoaceticus SE370 decreased ABA levels in plants, thereby defending them from severe damage caused by salt stress." | YES
10.1016/S1002-0160(19)60839-8 | Bacillus amyloliquefaciens | salt | soybean | "Similarly, priming of ABA-producing Bacillus amyloliquefaciens H-2-5 to soybean plants suppressed the salt-induced stress effects by reducing ABA levels (Kim et al., 2017)." | YES
10.1016/S1002-0160(19)60839-8 | Pseudomonas putida | salt | soybean | "Similarly, Kang et al. (2014b) observed that priming of soybean plants with gibberellin-producing rhizobacterium Pseudomonas putida H-2-3 increased the growth of soybean plants under salt and drought stress conditions." | YES
10.1016/S1002-0160(19)60839-8 | Pseudomonas putida | drought | soybean | "Similarly, Kang et al. (2014b) observed that priming of soybean plants with gibberellin-producing rhizobacterium Pseudomonas putida H-2-3 increased the growth of soybean plants under salt and drought stress conditions." | YES
10.1016/S1002-0160(19)60839-8 | Bacillus subtilis | salt | chickpea | "Similarly, priming of chickpea plants with Bacillus subtilis (BERA 71) significantly enhanced plant growth via modulation in the antioxidant system, thereby eliminating salt-induced oxidative damage in plants (Abd-Allah et al., 2018)." | YES
10.1016/S1002-0160(19)60839-8 | Bacillus amyloliquefaciens | salt | maize | "Although in many cases the overexpression of NCED increased stress tolerance in plants, in case of the research done by Chen et al. (2016), the inoculation of Bacillus amyloliquefaciens SQR9 strain to maize plants increased salinity tolerance in maize plants via down-regulation of NCED gene expression." | YES
10.1016/S1002-0160(19)60839-8 | Burkholderia phytofirmans | salt | Arabidopsis thaliana | "Priming of Arabidopsis thaliana with Burkholderia phytofirmans PsJN resulted in high tolerance of inoculated plants to salt stress in comparison with the control plants." | YES
10.1016/S1002-0160(19)60839-8 | Bacillus subtilis | salt | Puccinellia tenuiflora | "Similarly, a halophyte grass Puccinellia tenuiflora primed with Bacillus subtilis GB03 showed less Na+ accumulation while upregulating the expression of PtHKT1 and PtSOS1 genes to increase stress tolerance under high salt concentration (Niu et al., 2016)." | YES
10.1016/S1002-0160(19)60810-6 | Trichoderma | salt | cucumber | "A siderophore-producing Tricoderma sp. has been found to promote cucumber growth in saline conditions by alleviating salinity stress and Fe deficiency (Qi and Zhao, 2013)." | YES
10.1080/00380768.2014.936037 | Glomus mosseae | salt | alfalfa | "Thus, this experiment was conducted to evaluate the efficacy of arbuscular mycorrhizal fungus (AMF), Glomus mosseae, alfalfa rhizobia Sinorhizobium meliloti (R) seed inoculation in the development of salinity tolerance of different alfalfa cultivars (Rehnani, Pioneer and Bami) under a variety of salinity levels." | NO
10.1080/00380768.2014.936037 | Sinorhizobium meliloti | salt | alfalfa | "Thus, this experiment was conducted to evaluate the efficacy of arbuscular mycorrhizal fungus (AMF), Glomus mosseae, alfalfa rhizobia Sinorhizobium meliloti (R) seed inoculation in the development of salinity tolerance of different alfalfa cultivars (Rehnani, Pioneer and Bami) under a variety of salinity levels." | NO
10.1080/00380768.2014.936037 | Sinorhizobium meliloti | salt | alfalfa | "However, to the best of our knowledge, there have been no reports demonstrating the negative and positive effects of combined inoculation of AMF and Sinorhizobium meliloti on nodulation parameters, root and shoot chemical contents, forage quality (protein content) and yield of alfalfa cultivars with different salt tolerance." | NO
10.1080/00380768.2014.936037 | Glomus mosseae | salt | alfalfa | "Therefore, the objectives of this study were to investigate the effects of combined inoculation of mycorrhizal fungi Glomus mosseae and alfalfa rhizobia Sinorhizobium meliloti on yield, nutrient contents, nodulation and mycorrhizal colonization of three alfalfa cultivars under saline conditions." | NO
10.1080/00380768.2014.936037 | Sinorhizobium meliloti | salt | alfalfa | "Therefore, the objectives of this study were to investigate the effects of combined inoculation of mycorrhizal fungi Glomus mosseae and alfalfa rhizobia Sinorhizobium meliloti on yield, nutrient contents, nodulation and mycorrhizal colonization of three alfalfa cultivars under saline conditions." | NO
10.1080/00380768.2014.936037 | Glomus mosseae | salt | Hordeum vulgare | "Nourinia et al. (Citation2007) reported that inoculation of barley (Hordeum vulgare L.) root with Glomus mosseae produced significant colonization, but colonization percentage decreased as salinity level increased, and it was concluded that this could be due to a direct effect of NaCl on the fungi." | NO
10.1007/s10725-015-0142-y | Bacillus cereus | salt | Vigna radiata | "The present study was conducted to evaluate the ability of plant growth promoting rhizobacteria (PGPR) Bacillus cereus Pb25, isolated from soil irrigated with saline water, to promote Vigna radiate (mungbean) growth in the absence and presence of salt stress (9 dS m−1)." | NO
10.1007/s10725-015-0142-y | Bacillus cereus | salt | Vigna radiata | "Results demonstrated that B. cereus promoted V. radiate plant growth significantly even in the presence of salt." | YES
10.1007/s10725-015-0142-y | Bacillus cereus | salt | mung bean | "However, inoculation of B. cereus Pb25 significantly decreased the Na+ accumulation by 22 % in mungbean under saline stress as compared to un-inoculated salt stressed plants." | YES
10.1007/s10725-015-0142-y | Bacillus | salt | Vigna radiata | "In this study, we have reported Bacillus strain possesses ACC deaminase, IAA, phosphate solubilization, and siderophore production activity that stimulated the growth of V. radiata under saline stress soil." | YES
10.3390/crops2040031 | Bacillus pumilus | salt | rice | "This study aimed to clarify whether the use of the Bacillus pumilus strain TUAT-1 biofertilizer, along with the right amount of N fertilizer, would alleviate salt stress in lowland rice production." | NO
10.3390/crops2040031 | Bacillus pumilus | salt | rice | "Sirajuddin et al. [26] reported that inoculation with Bacillus pumilus conferred salt stress resistance to the rice plants." | YES
10.3390/crops2040031 | Bacillus pumilus | salt | rice | "The main objective was to study the combined effects of the Bacillus pumilus strain TUAT-1 biofertilizer and different N application rates on rice growth and grain yield in the presence and absence of salt stress." | NO
10.3390/crops2040031 | Bacillus pumilus | salt | rice | "We hypothesized that using the Bacillus pumilus strain TUAT-1 along with the right amount of N fertilizer would alleviate salt stress in lowland rice production, and that it could be used as a potential biocontrol for areas affected by salinity." | NO
10.1007/s12298-021-01031-0 | Enterobacter | salt | Cajanus cajan | "ACC deaminase positive Enterobacter-mediated mitigation of salinity stress, and plant growth promotion of Cajanus cajan: a lab to field study" | NO
10.1007/s12298-021-01031-0 | Enterobacter | salt | Cajanus cajan | "Subsequently, the potential of Enterobacter strain G was validated in a naturally stressed saline agricultural field for plant growth promotion and mitigation of stress in C. cajan." | YES
10.1007/s12298-021-01031-0 | Enterobacter | salt | Cajanus cajan | "Studies have shown alleviation of salinity stress in field trials by ACC deaminase positive bacteria for crops such as maize (Nadeem et al. 2009), mung-bean (Aamir et al. 2013) and sunflower (Kiani et al. 2016), however no report is available for plant growth promotion and salinity stress mitigation in C. cajan by ACC deaminase producing Enterobacter sp." | NO
10.1007/s12298-021-01031-0 | Enterobacter | salt | maize | "Studies have shown alleviation of salinity stress in field trials by ACC deaminase positive bacteria for crops such as maize (Nadeem et al. 2009), mung-bean (Aamir et al. 2013) and sunflower (Kiani et al. 2016), however no report is available for plant growth promotion and salinity stress mitigation in C. cajan by ACC deaminase producing Enterobacter sp." | NO
10.1007/s12298-021-01031-0 | Enterobacter | salt | mung bean | "Studies have shown alleviation of salinity stress in field trials by ACC deaminase positive bacteria for crops such as maize (Nadeem et al. 2009), mung-bean (Aamir et al. 2013) and sunflower (Kiani et al. 2016), however no report is available for plant growth promotion and salinity stress mitigation in C. cajan by ACC deaminase producing Enterobacter sp." | NO
10.1007/s12298-021-01031-0 | Enterobacter | salt | sunflower | "Studies have shown alleviation of salinity stress in field trials by ACC deaminase positive bacteria for crops such as maize (Nadeem et al. 2009), mung-bean (Aamir et al. 2013) and sunflower (Kiani et al. 2016), however no report is available for plant growth promotion and salinity stress mitigation in C. cajan by ACC deaminase producing Enterobacter sp." | NO
10.1007/s12298-021-01031-0 | Enterobacter | salt | Cajanus cajan | "The application of an ethylene biosynthesis chemical inhibitor, CoCl2, further delineated the role of ACC deaminase, being produced by indigenously isolated Enterobacter strain G, in mitigation of salinity stress in C. cajan." | YES
10.1007/s12298-021-01031-0 | Enterobacter | salt | Cajanus cajan | "The effect of the Enterobacter strain G on plant growth and mitigation of salinity stress also supports the fact that the indigenous strain isolated from the rhizosphere of C. cajan would have enhanced survivability and efficacy." | YES
10.1007/s12298-021-01031-0 | Enterobacter | salt | Cajanus cajan | "Hence, the indigenous Enterobacter strain G demonstrates a promising potential for application in the field as it served the dual purpose of plant growth promotion and mitigation of salinity stress for C. cajan by functioning at multiple levels." | YES
10.1007/s12298-021-01031-0 | Enterobacter | salt | Cajanus cajan | "Therefore, the results of the study demonstrate the potential of Enterobacter strain G for mitigation of salt-stress in C. cajan, with an understanding of the impact of such an application on plant physiology." | YES
10.1371/journal.pone.0262932 | Pseudomonas aeruginosa | Drought | Vigna radiata | "Drought tolerance induction and growth promotion by indole acetic acid producing Pseudomonas aeruginosa in Vigna radiata" | YES
10.1371/journal.pone.0262932 | Pseudomonas aeruginosa | drought | Vigna radiata | "In all growth experiments of plant microbe interaction two varieties of Vigna radiata (AZRI-06, NM-11) plants inoculated with P. aeruginosa strains under drought stress responded significantly (P<0.05) better than control stressed plants." | YES
10.1371/journal.pone.0262932 | Pseudomonas | drought | Vigna radiata | "In the present study, five strains of Pseudomonas were isolated and characterized that were later explored for their capabilities as plant growth promoters in vigna radiata under drought stress." | NO
10.1016/j.apsoil.2016.04.009 | Bacillus thuringiensis | drought | wheat | "Timmusk et al. (2014) reported that wheat plants treated with Bacillus thuringiensis AZP2 had two to three times longer root hairs and longer and denser lateral roots, effects that were more pronounced when plants experienced drought stress." | YES
10.1016/j.apsoil.2016.04.009 | Bacillus licheniformis | drought | pepper | "Similarly, Lim and Kim (2013) showed that pepper plants treated with Bacillus licheniformis K11 and exposed to drought stress had 50% higher biomass than non-treated plants." | YES
