label	text	microorganism	stress	plant	id
1	Seeds inoculated with <e1>Bacillus subtilis</e1> and Pseudomonas fluorescens produced a significantly increased in the fresh weight, dry weight, photosynthetic pigments, proline, total free amino acids and crude protein content in <e3>radish</e3> roots and leaves under <e2>salt</e2> stress Mohamed and Gomaa -REF-.	Bacillus subtilis	salt	radish	8149540
1	Similarly, two drought-tolerant PGPR strains Bacillus cereus P2 and <e1>Planomicrobium chinense</e1> P1 reduced proline and malondialdehyde contents when inoculated to <e3>Helianthus annuus</e3> under <e2>water-stressed</e2> conditions -REF-, and decreases in proline and MDA contents in foliage were observed in <e2>water-stressed</e2> chickpea plants inoculated with three drought-tolerant PGPR strains, namely, Bacillus subtilis, Bacillus thuringiensis, and Bacillus megaterium -REF-.	Planomicrobium chinense	water-stressed	Helianthus annuus	8614786
1	According to our results, we propose four important <e1>Aspergillus aculeatus</e1>-mediated mechanisms of <e3>perennial ryegrass</e3> response to drought and <e2>heat</e2> stress: 1 <e1>Aspergillus aculeatus</e1> can regulate hormone homeostasis, 2 reduced the damage to photosynthetic system of plants induced by drought and <e2>heat</e2> stress, 3 reduced oxidative damage of plants induced by drought and <e2>heat</e2> stress, 4 altered gene expression levels related to drought and <e2>heat</e2> stress.	Aspergillus aculeatus	heat	perennial ryegrass	7933552
1	-REF- provided evidence that the volatile compounds produced by <e1>Penicillium aurantiogriseum</e1> modify root metabolism and architecture under both normal and <e2>drought</e2> conditions, resulting in improved nutrient and water use efficiency in <e3>Arabidopsis</e3>.	Penicillium aurantiogriseum	drought	Arabidopsis	8346029
0	For example, <e1>Bacillus paramycoides</e1> DT-85 and Bacillus licheniformis K11 were found to enhance <e2>drought</e2> tolerance in wheat and peppers, and Bacillus aryabhattai B8W22 and Bacillus halotolerans MSR-H4 improved salt stress tolerance in <e3>rice</e3> and wheat -REF-; -REF-; -REF-; -REF-.	Bacillus paramycoides	drought	rice	11465243
0	-REF- studied Vigna mungo L. and <e3>Pisum sativum</e3> L. subjected to <e2>water stress</e2> and inoculated them with a combination of three ACC deaminase-producing rhizobacteria <e1>Ochrobactrum pseudogrignonense</e1> RJ12, Pseudomonas sp.	Ochrobactrum pseudogrignonense	water stress	Pisum sativum	10823023
0	These results suggested that Proteobacteria, enhanced under <e2>drought</e2> stress by <e1>Trichoderma</e1> inoculation, might play a crucial role in influencing the <e2>drought</e2> tolerance of <e3>Pinus massoniana</e3>.	Trichoderma	drought	Pinus massoniana	10381829
1	<e1>Bacillus subtilis</e1> is also known as PSB which improved <e3>safflower</e3> growth and protects plants from <e2>salinity</e2> stress as reported by Zhang et al.	Bacillus subtilis	salinity	safflower	9445558
0	Some of these TFs were also differentially expressed in <e3>rice</e3> IR29 under <e2>salt</e2> stress and <e1>Streptomyces sp</e1>.	Streptomyces sp	salt	rice	10785826
1	For instance, inoculation of <e3>wheat</e3> plants by Burkholderia phytofirmans -REF-., <e1>Bacillus safensis</e1> and Ochrobactrum pseudogregnonense -REF- enhance <e2>drought</e2> tolerance by improving photosynthetic activity, soil moisture, and nutrient and water absorption, antioxidant activity.	Bacillus safensis	drought	wheat	10520250
0	KLBMP5084 -REF- from root of halophyte Limonium sinense enhanced <e3>tomato</e3> seedling growth under <e2>salt</e2> stress condition; <e1>Streptomyces</e1> spp.	Streptomyces	salt	tomato	8869415
0	Therefore, this study focuses on the isolation of bacterial endophyte communities associated with shrub vegetation growing along the draw-down zone of Lake <e3>Bogoria</e3>, a saline-alkaline lake along Kenyas rift valley, assessing their tolerance to <e2>salinity</e2> stress in vitro and screening their potential for the biocontrol of <e1>Fusarium solani</e1> in common beans.	Fusarium solani	salinity	Bogoria	8864308
1	<e1>Trichoderma longibrachiatum</e1> Colonization of <e3>Pinus massoniana</e3> Roots Reduced Seedling Water Loss under <e2>drought</e2> Stress To observe the colonization of <e1>Trichoderma longibrachiatum</e1> after inoculation, spores and hyphae structures were observed in all stained root segments.	Trichoderma longibrachiatum	drought	Pinus massoniana	10381829
1	Some ST-PGPR such as Enterobacter clocae, <e1>Pseudomonas pseudoalcaligenes</e1> and Bacillus sp., increased levels of APX and CAT in <e3>Jatropha</e3> leaves in response to <e2>salt</e2> stress and also stimulated the roots, increased biomass, N, phosphorus P, potassium K uptake and chlorophyll content in the vegetative parts of the plant -REF-.	Pseudomonas pseudoalcaligenes	salt	Jatropha	6930159
0	RJGP41 and CJCL2 isolated from the Qinghai-Tibet Plateau and a well reported biocontrol and plant growth promoting strain <e1>Bacillus velezensis FZB42</e1> -REF- to evaluate their potential to alleviate <e2>cold</e2> stress in <e3>wheat</e3>.	Bacillus velezensis FZB42	cold	wheat	6780275
0	For example, the overexpression of a catalase gene isolated from <e3>Cucumis</e3> sativum CsCAT3 in <e1>Entamoeba coli</e1> could increase the tolerance to <e2>cold</e2>, heat, osmotic, or salinity stresses -REF-.	Entamoeba coli	cold	Cucumis	7402137
1	-REF- showed that in <e3>tomato</e3> plants, tolerance to <e2>drought</e2> was achieved by TYLCV and <e1>Crinivirus</e1> RNA virus <e3>tomato</e3> chlorosis virus ToCV mediated induced expression of cellulose synthase genes Ces-A2, Csl-D3,2, and Csl-D3,1 Mirzayeva et al.	Crinivirus	drought	tomato	11233480
1	The <e1>Pseudomonas</e1> strains especially MK513749, MK513748 and MK513747 might be able to stimulate low ethylene concentration of <e3>mung bean</e3> plants by cleaving ACC under <e2>drought</e2> stress and hence increased plant growth in terms of root length, root and shoot fresh weights and plant dry biomass of all plants inoculated significantly higher than <e2>drought</e2>-stressed and non-stressed un-inoculated conditions controls.This finding is supported by previous reports demonstrating increased resistance to abiotic stresses including <e2>drought</e2> -REF-– -REF-.	Pseudomonas	drought	mung bean	8815908
1	This is consistent with -REF-, in which the highest levels of anthocyanins in <e3>Arabidopsis</e3> were induced by the combination of <e2>drought</e2> plus inoculation with <e1>Azospirillum baldaniorum</e1> Sp245, suggesting a synergistic interaction between the PGPR and <e2>drought</e2> in increasing anthocyanins.	Azospirillum baldaniorum	drought	Arabidopsis	8229731
0	Assessments of <e3>Valerianella radiata</e3> Growth and Dry Biomass under Varying Levels of <e2>Water Stress</e2> At 50 and 80 DAS, <e3>Valerianella radiata</e3> plants inoculated with drought-tolerant <e1>Enterobacter</e1> sp./L.	Enterobacter	Water Stress	Valerianella radiata	8614786
1	Under <e2>salinity</e2> stress, <e1>Enterobacter cloacae</e1> PM23 inoculation overcomes the negative effects of salt stress on the growth and yield of <e3>maize</e3> plants -REF-.	Enterobacter cloacae	salinity	maize	8840115
0	The root fungal endophyte <e1>Piriformospora indica</e1> induced drought tolerance in <e3>Chinese cabbage</e3> -REF- and <e2>salt</e2> tolerance in barley -REF-, by boosting the levels of antioxidants.	Piriformospora indica	salt	Chinese cabbage	10433232
1	The <e1>Nocardioides</e1> inoculated <e3>wheat</e3> plants performed well under <e2>saline conditions</e2> compared to uninoculated plants and exhibited lower shoot:root S:R ratio 1.52 ± 0.14 for treated plants against 1.84 ± 0.08 for untreated plants at salinity level of 15 dS m−1 and also showed improved biomass at 5 dS m−1 and 10 dS m−1.	Nocardioides	saline conditions	wheat	10534068
1	Earlier, -REF- demonstrated the role of EPS producing salt-tolerant Bacillus amyloliquefaciens, <e1>Bacillus insolitus</e1>, Microbacterium spp., and Pseudomonas syringae in improving the growth of <e3>wheat</e3> by the inhibition of Na+ influx into stele of plant growing under <e2>salinity</e2> stress.	Bacillus insolitus	salinity	wheat	7641974
1	reported that theinoculation of <e1>Bacillus subtilis</e1>, Bacillus thuringiensis and Bacillus megaterium along with salicylic and putrescine under <e2>drought</e2> stress significantly reduced the APOX 70% and 68% and SOD 61% and 65% activities in both <e2>drought</e2> tolerant and sensitive varieties of <e3>chickpea</e3> -REF-.	Bacillus subtilis	drought	chickpea	11133442
0	Some examples of HAS species that confer resistance to <e2>salt</e2> stress in plants are the halophilic bacteria Stenotrophomonas rhizophila, which inhabits the halophyte Lygeum spartum that is native to the desert environments of Algeria; Bacillus atrophaeus, which is an endophyte of the halophytes <e3>Suaeda mollis</e3> and Salsola tetrandra that are native to Algeria <e2>salt</e2> Lakes; Jejubacter calystegiae, which is found in the halophyte Calystegia soldanella that is found on sandy beaches in South Korea; and many fungus-like microorganisms like <e1>Neocamarosporium chichastianum</e1>, N. goegapense, and Periconia macropinosa, which has been isolated from the desert halophyte Seidlitzia osmarinus collected at Hoz-e Soltan <e2>salt</e2> Lake in Iran -REF-; -REF-; -REF-; -REF-.	Neocamarosporium chichastianum	salt	Suaeda mollis	9393590
1	Pepper plants treated with EPS-producing <e1>Bacillus licheniformis</e1> K11 strain showed the presence of six differentially expressed stress proteins and a 1.5-fold increase in the products of specific genes such as vacuolar H+-ATPase VA, dehydrin-like protein <e3>Capsicum annuum</e3> Cadhn, cytoplasmic small <e2>heat</e2> shock protein class I sHsp, and <e3>Capsicum annuum</e3> pathogenesis-related protein 10 CaPR as compared to untreated plants exposed to drought stress -REF-.	Bacillus licheniformis	heat	Capsicum annuum	9706007
1	Halotolerant endophytic strains viz., Curtobacterium luteum SAK2, Curtobacterium oceanosedimentum SAK1, Bacillus cereus SA1, Enterobacter tabaci SA3, <e1>Enterobacter ludwigii</e1> SAK5, and Micrococcus yunnanensis SA2 resulted in a significant enhancement in growth and dry matter production of <e3>rice</e3> by increasing <e2>salt</e2> tolerance -REF-.	Enterobacter ludwigii	salt	rice	9518148
0	While considering the above explanations, the present study was aimed at identifying different Iranian <e3>licorice</e3> accessions under integrated <e2>salt</e2> stress and <e1>Azotobacter</e1> sp.	Azotobacter	salt	licorice	9508240
0	Endophytic bacterium <e1>Serratia plymuthica A30</e1> was identified as a superior biocontrol agent due to its effective colonization of <e3>potato</e3> tuber, tolerance to <e2>cold</e2> conditions, and strong inhibitory action against various soft rot pathogens, including Dickeya solani.	Serratia plymuthica A30	cold	potato	11379202
1	Specifically, <e1>Pseudomonas migulae</e1> 8R6 can produce ACC deaminase and ameliorate <e2>salt</e2> stress in <e3>tomato</e3> -REF-.	Pseudomonas migulae	salt	tomato	10027718
0	Candidate stress-related genes were selected from the analysis of publicly available expression datasets obtained for <e3>cork oak</e3> tissues in response to abiotic drought, heat and cold, <e2>salt</e2> and biotic stress <e1>Phytophthora cinnamomi</e1> infection.	Phytophthora cinnamomi	salt	cork oak	8875824
1	Importantly, the dominant taxa Kushneria and <e1>Bacillus</e1>, which are <e2>salt</e2> tolerant and growth promoting, were isolated from the phyllosphere and rhizosphere, respectively, and verified to have the ability to alleviate <e2>salt</e2> stress and promote the growth of <e3>rice</e3>.	Bacillus	salt	rice	10101020
0	Another investigation on the role of two bacterial strains, Bacillus aryabhattai H26-2 and Boehmeria siamensis H30-3 on mitigation of heat and <e2>drought</e2> stress on two cultivars Ryeokkwang and Buram-3-hó of <e3>Chinese cabbage</e3> suggested exopolysaccharides as important bacterial determinants on alleviating not only these stresses but also on biocontrol activity against soft rot caused by <e1>Pectobacterium carotovorum</e1> subsp.	Pectobacterium carotovorum	drought	Chinese cabbage	9706007
0	The results of the present study indicate that <e3>wheat</e3> plants exposed to cold stress had an increased level of accumulated proline and decreased MDA level upon inoculation with cold tolerant bacteria and our results conform to those of -REF- as they also reported the same when they inoculated <e1>Bacillus amyloliquefaciens</e1> in rice to alleviate drought and <e2>salinity</e2> stress.	Bacillus amyloliquefaciens	salinity	wheat	6780275
1	The mutation of trehalose synthesis in <e1>Pseudomonas putida</e1> UW4 completely blocked the promotion of <e3>tomato</e3> root development and growth under saline conditions, suggesting a critical role of microbe-produced osmolytes in plant <e2>salt</e2> tolerance -REF-, -REF-.	Pseudomonas putida	salt	tomato	9712829
0	The <e1>Halomonas</e1> species isolated from the rhizosphere of the true mangrove <e3>Avicennia marina</e3> secrete EPS which sequestered arsenic and <e2>salt</e2> in both in vitro and in vivo studies, proving EPS has a direct role in plant growth promotion in metal stress environment -REF-.	Halomonas	salt	Avicennia marina	9706007
0	Previously, the inoculation of other Dermacoccus strains, <e1>Dermacoccus barathri</e1> MT2.1T and Desulfosoma profundi MT2.2T, did not result in an increase in total soluble sugar in <e3>tomato</e3> seedlings under <e2>salt</e2> stress -REF-.	Dermacoccus barathri	salt	tomato	8869415
0	In this study, the properties of the marine <e1>actinobacteria</e1> <e3>Schoenus arenicola</e3> as a PB and bio-protector under normal and <e2>saline conditions</e2> were evaluated in tomato plants.	actinobacteria	saline conditions	Schoenus arenicola	9393590
0	Similarly, dual inoculation of plant growth-promoting bacteria with <e1>Bradyrhizobium</e1> strains has proven more effective in enhancing <e2>salt</e2> tolerance in <e3>soybean</e3>, reducing <e2>salt</e2>-induced ethylene production, and improving nutrient uptake -REF-.	Bradyrhizobium	salt	soybean	11116649
1	It has been observed that Bacillus, <e1>Pseudomonas</e1>, and Rhizobacteria mitigate the negative effects of <e2>salt</e2> stress in <e3>soybean</e3> -REF-; -REF-; -REF-.	Pseudomonas	salt	soybean	10548211
0	reported that combined inoculation of <e1>Mesorhizobium ciceri</e1> RZ-11, Bacillus subtilis RP-01 and Bacillus mojavensis RS-14 resulted in 45–50% improvement in <e3>chickpea</e3> yield under <e2>drought</e2> stress -REF-.	Mesorhizobium ciceri	drought	chickpea	11133442
1	A previous study reported that treatment with <e1>Lysinibacillus fusiformis</e1> L. PLT16 mitigated <e2>drought</e2> stress in <e3>soybean</e3> plants -REF-.	Lysinibacillus fusiformis	drought	soybean	10890545
1	In <e2>drought-stressed</e2> plants, it has been shown that PGPR such as Paenibacillus polymyxa, Achromobacter piechaudi, Azospirillum brasilense, Pseudomonas sp., Burkholderia, Arthrobacter, Microccocus luteus, and <e1>Bacillus</e1> enhanced the drought tolerance of Arabidopsis thaliana -REF-, pepper, tomato -REF-, -REF-, <e3>wheat</e3> -REF- and maize -REF- plants.	Bacillus	drought-stressed	wheat	9415082
1	Additionally, <e1>Trichoderma harzianum</e1> was used to increase the oil yield from <e2>salinity</e2> affected <e3>Indian mustard</e3> Brassica juncea which enhanced antioxidant synthesis, decreased Na + uptake, and improved nutrient uptake in plants -REF-.	Trichoderma harzianum	salinity	Indian mustard	10433232
1	Trichoderma harzianum, Trichoderma virens, Trichoderma atroviride, <e1>Trichoderma asperelloides</e1>, Trichoderma longibrachiatum, Trichoderma yunnanense, and Trichoderma afroharzianum have shown the ability to promote seed germination and plant growth of Arabidopsis up to 100 mM NaCl -REF-, <e3>cucumber</e3> up to 200 mM NaCl -REF-, wheat up to 200 mM NaCl -REF- and barley up to 200 mM NaCl -REF- under <e2>salt</e2> stress -REF-.	Trichoderma asperelloides	salt	cucumber	9712829
1	Although Herbaspirillum seropedicae has been shown to increase the plant size of <e3>maize</e3> under <e2>water stress</e2> -REF-, to our knowledge, we are the first to document <e1>Herbaspirillum robiniae</e1> as a PGPR under water stressed conditions.	Herbaspirillum robiniae	water stress	maize	7308537
0	PGPR strains such as Pseudomonas jessenii, Anthrobacter nitroguajacolicus, and Pseudomonas synxantha inoculation of <e3>rice</e3> seedlings, Pseudomonas putida in maize, <e1>Bacillus polymyxa</e1> in tomato, Bazzania subtilis in mustard, Pseudomonas and Mesorhizobium cicero in green gram, are capable of promoting plants grown under <e2>drought</e2> stress conditions -REF-, -REF-, -REF-, -REF-.	Bacillus polymyxa	drought	rice	9919780
0	Some examples of HAS species that confer resistance to <e2>Salt</e2> stress in plants are the halophilic bacteria Stenotrophomonas rhizophila, which inhabits the halophyte Lygeum spartum that is native to the desert environments of Algeria; Bacillus atrophaeus, which is an endophyte of the halophytes <e3>Suaeda mollis</e3> and Salsola tetrandra that are native to Algeria <e2>Salt</e2> Lakes; Jejubacter calystegiae, which is found in the halophyte Calystegia soldanella that is found on sandy beaches in South Korea; and many fungus-like microorganisms like <e1>Neocamarosporium chichastianum</e1>, N. goegapense, and Periconia macropinosa, which has been isolated from the desert halophyte Seidlitzia osmarinus collected at Hoz-e Soltan <e2>Salt</e2> Lake in Iran -REF-; -REF-; -REF-; -REF-.	Neocamarosporium chichastianum	Salt	Suaeda mollis	9393590
0	A study conducted on the cultivable microbiome of the medicinal plant <e3>Arnebia euchroma</e3> growing in extreme <e2>cold</e2> and arid conditions of the Himalayas detected the highest abundances of <e1>Proteobacteria</e1> and Ascomycota -REF-.	Proteobacteria	cold	Arnebia euchroma	10805835
1	In <e2>drought</e2>-stressed plants, it has been shown that PGPR such as Paenibacillus polymyxa, Achromobacter piechaudi, Azospirillum brasilense, Pseudomonas sp., <e1>Burkholderia</e1>, Arthrobacter, Microccocus luteus, and Bacillus enhanced the <e2>drought</e2> tolerance of Arabidopsis thaliana -REF-, <e3>pepper</e3>, tomato -REF-, -REF-, wheat -REF- and maize -REF- plants.	Burkholderia	drought	pepper	9415082
1	In the present study, we found that <e3>rice</e3> seedlings that had been inoculated with <e1>Pantoea alhagi</e1> NX-11 exhibited significantly higher activities of the antioxidant enzymes SOD, POD, and CAT than uninoculated seedlings on the 7th day after <e2>salt</e2> stress treatment, even though the antioxidant enzyme activities of seedlings in the NaCl group were much higher than those of seedlings growing under normal conditions -REF-.	Pantoea alhagi	salt	rice	6987256
0	Bacterial strains belonging to the genera Pseudomonas, Bacillus, Klebsiella, Cupriavidus, <e1>Ochrobactrum</e1>, Isoptericola, and Enterobacter were isolated and showed to promote growth of multiple plant species under <e2>saline conditions</e2>, including model plant species arabidopsis as well as crops like wheat Triticum aestivum, rice Oryza sativa, alfalfa Medicago sativa and <e3>tomato</e3> -REF-, -REF-.	Ochrobactrum	saline conditions	tomato	9296610
0	Bacterial strains belonging to the genera Pseudomonas, Bacillus, <e1>Klebsiella</e1>, Cupriavidus, Ochrobactrum, Isoptericola, and Enterobacter were isolated and showed to promote growth of multiple plant species under <e2>saline conditions</e2>, including model plant species arabidopsis as well as crops like wheat Triticum aestivum, <e3>rice</e3> Oryza sativa, alfalfa Medicago sativa and tomato -REF-, -REF-.	Klebsiella	saline conditions	rice	9296610
0	The study also observed the strong impacts of <e2>salinity</e2> on the expression of nitrate transporter NRT2.4 and phosphate transporter PHO1 genes in plants treated with <e1>Rhodomonas</e1> irregularis.	Rhodomonas	salinity	Rhodomonas irregularis	10975020
0	Membrane Lipid Peroxidation and Antioxidant Enzyme Activity of <e3>Perennial Ryegrass</e3> To explore the protective mechanism of <e1>Aspergillus aculeatus</e1> on cell membrane under <e2>drought</e2> and heat stress, the leaf EL, MDA, and H2O2 levels were measured.	Aspergillus aculeatus	drought	Perennial Ryegrass	7933552
1	<e1>Rhizophagus intraradices</e1> colonization under varied <e2>drought</e2> stress intensities resulted in increased N and P levels in both onion and <e3>tomato</e3> plants, wherein the former host plant was able to survive due to less negative water potential.	Rhizophagus intraradices	drought	tomato	8071382
1	In the present study, <e1>Pseudomonas</e1> under <e2>drought</e2> and control both condition and Pantoea inoculations well water condition increased leaf fresh biomass and other growth parameters which was reported earlier in <e3>maize</e3> under water deficit condition -REF-.	Pseudomonas	drought	maize	9581713
1	For <e3>soybean</e3>, Bacillus, <e1>Pseudomonas</e1>, and Rhizobacteria were reported to alleviate the harmful effects of <e2>salinity</e2> stress -REF-; -REF-; -REF-.	Pseudomonas	salinity	soybean	9152913
1	This indicates that inoculation with <e1>Bacillaceae</e1> has positive effects on <e3>Reaumuria</e3> soongorica growth and <e2>salt</e2> tolerance.	Bacillaceae	salt	Reaumuria	11176432
0	Some examples of HAS species that confer resistance to <e2>Salt</e2> stress in plants are the halophilic bacteria Stenotrophomonas rhizophila, which inhabits the halophyte <e3>Lygeum spartum</e3> that is native to the desert environments of Algeria; <e1>Bacillus atrophaeus</e1>, which is an endophyte of the halophytes Suaeda mollis and Salsola tetrandra that are native to Algeria <e2>Salt</e2> Lakes; Jejubacter calystegiae, which is found in the halophyte Calystegia soldanella that is found on sandy beaches in South Korea; and many fungus-like microorganisms like Neocamarosporium chichastianum, N. goegapense, and Periconia macropinosa, which has been isolated from the desert halophyte Seidlitzia osmarinus collected at Hoz-e Soltan <e2>Salt</e2> Lake in Iran -REF-; -REF-; -REF-; -REF-.	Bacillus atrophaeus	Salt	Lygeum spartum	9393590
1	A Pseudomonas strain strengthens the root apoplast barriers, countering the effects of high <e2>salinity</e2> in plants In two recent studies, a research group discovered that a Pseudomonas strain known as <e1>Pseudomonas mandelii</e1> IB-Ki14 was able to help <e3>wheat</e3> and pea better tolerate salt in the soil by increasing the deposition of suberin and lignin in xylem cell walls, suberin lamellae, and Casparian strips -REF-; -REF-, -REF-.	Pseudomonas mandelii	salinity	wheat	10326438
1	Furthermore, it was observed that the inoculation of <e3>potatoes</e3> with rhizobacteria such as <e1>Burkholderia phytofirmans</e1> PsJN played an adaptive role in <e2>heat</e2> stress.	Burkholderia phytofirmans	heat	potatoes	9415082
1	The application of <e1>Aspergillus terreus</e1> mitigates salt-related consequences in plants, which results in considerable increases in growth, biomass production up to 30% in maize; 25% in <e3>rice</e3>, and RWC 11% maize; 14% <e3>rice</e3> under <e2>saline conditions</e2> -REF-.	Aspergillus terreus	saline conditions	rice	8891170
0	Inoculation with Bacillus cereus, Pseudomonas spp., <e1>Serratia liquefaciens</e1>, Pseudomonas fluorescens, Pseudomonas putida, and Bacillus tequilensis SSB07 has alleviated <e2>heat</e2> stress in several crops like <e3>tomato</e3>, pigeon pea wheat and soybean -REF-.	Serratia liquefaciens	heat	tomato	10374332
0	<e2>High temperature</e2> stress alters the abundance of endophytic bacteria such as Acetobacteraceae, Pseudomonas, Bacillus, <e1>Enterobacteriaceae</e1> -REF-, and endophytic fungi such as Rhodotorula, Talaromyces, and Blastobotrys in the roots of <e3>Phalaenopsis aphrodite</e3>, which may favor the increased levels of Pro and chlorophyll in the leaves of <e3>Phalaenopsis aphrodite</e3>.	Enterobacteriaceae	High temperature	Phalaenopsis aphrodite	11361983
1	The present study demonstrated that AXSa06, a <e1>Pseudomonas oryzihabitans</e1> strain previously isolated from extreme saline ecosystem, able to consume ACC, to produce IAA and siderophores, as well as to solubilize inorganic P Leontidou et al., -REF-, efficiently colonized the rhizosphere of <e3>tomato</e3> seedlings and promoted plant growth under <e2>salt</e2> stress.	Pseudomonas oryzihabitans	salt	tomato	8416046
1	<e1>Actinobacteria</e1> have been reported to promote plant growth under <e2>salt</e2> stress in tomato -REF-, -REF-, -REF-, -REF-, soybean -REF-, -REF-, wheat -REF-, -REF-, <e3>alfalfa</e3> -REF-, and dwarf glasswort -REF-.	Actinobacteria	salt	alfalfa	8869415
1	Further studies indicated that while <e2>salt</e2> treatment alone increased soluble sugars and proline content in <e3>maize</e3> plants, inoculation with <e1>Azospirillum lipoferum</e1> or Azotobacter chroococcum significantly boosted these levels, compared to plants treated with <e2>salt</e2> alone, enhancing <e3>maize</e3> growth under salinity -REF-.	Azospirillum lipoferum	salt	maize	11284086
0	Expression Analysis of Growth and <e2>salt</e2> Related Genes in <e3>wheat</e3> The expression of genes related to growth promotion and <e2>salt</e2> resistance in <e3>wheat</e3> plants under saline conditions were analysed in the presence of <e1>Bacillus</e1> strains NMCN1, LLCG23 and FZB42.	Bacillus	salt	wheat	9608499
1	Similarly, the fungus Fusarium culmorum, isolated from the coastal dune grass Leymus mollis, confers <e2>salt</e2> tolerance ranging from 300–500 mM NaCl in tomato -REF-, while <e1>Penicillium minioluteum</e1> confers salinity stress resistance in soybeans <e3>Glycine max</e3> -REF-.	Penicillium minioluteum	salt	Glycine max	7411952
1	Furthermore, compared to non-inoculated <e2>salt-stressed</e2> plants, <e1>Enterobacter cloacae</e1> PM23 inoculated salinity-stressed <e3>maize</e3> plants showed significantly greater expression levels of antioxidant genes -REF-.	Enterobacter cloacae	salt-stressed	maize	8840115
0	In addition, a recent study conducted by -REF- formulated a consortium of microorganisms formed by two growth-promoting rhizobacteria of the genus Arthrobacter and Planoccocus and two endophytic root fungi Penicillium chrysogenum and <e1>Penicillium brevicompactum</e1> that worked effectively to reduce <e2>saline stress</e2> in pepper, <e3>lettuce</e3>, onion and tomato plants.	Penicillium brevicompactum	saline stress	lettuce	7287022
0	Same letters denoted on bar graphs show non-significant differences p &lt; 0.05 within a treatment Capital letters for <e1>Aspergillus terreus</e1>, small letters without <e1>Aspergillus terreus</e1>, only <e2>salinity</e2>, * denotes significant differences, and ns denotes non-significant among the treatments with and without P. Effect of <e1>Aspergillus terreus</e1> seed treatments on relative water content and biomass accumulation of <e3>maize</e3> Zea mays L. var.	Aspergillus terreus	salinity	maize	8891170
0	c The ratio of the relative abundance for <e1>Actinobacteria</e1> in tom1 vs. wild-type <e3>maize</e3> under control left bar and <e2>drought</e2> right bar conditions.	Actinobacteria	drought	maize	8163885
1	Conclusion and Future Perspectives The results from the current study indicated that the isolated halotolerant bacteria <e1>Streptococcus sciuri</e1> ET101 plays a crucial role in protecting the <e3>tomato</e3> and rice plants against damaging effects of <e2>salt</e2> stress.	Streptococcus sciuri	salt	tomato	7820118
1	Regarding the inoculation of beneficial microbial strains to help crops tolerant <e2>salinity</e2>, studies have demonstrated that inoculation with <e1>Pseudomonas flavescens</e1> D5 strain effectively increased the biomass and antioxidant enzyme activities of <e3>barley</e3>, while reducing the adverse effects of salt stress on <e3>barley</e3> -REF-.	Pseudomonas flavescens	salinity	barley	11116649
1	Indigenous rhizobacteria capable of forming biofilms such as <e1>Bacillus</e1> species, Pseudomonas species, Brevibacterium species, Pantoea species, and Acinetobacter species have demonstrated several significant plant growth-promoting attributes and induced <e2>drought</e2> tolerance in <e3>wheat</e3> plants -REF-, -REF-.	Bacillus	drought	wheat	9706007
1	Similarly, PGPR alleviated <e2>drought</e2> stress in potato <e3>Solanum tuberosum</e3> L. plants treated with <e1>Bacillus subtilis</e1> HAS31 by maintaining higher photosynthetic processes, total soluble sugars, proteins and prolines with elevated activity of POX, CAT, and SOD -REF-.	Bacillus subtilis	drought	Solanum tuberosum	8869449
1	The diazotrophic salt-tolerant bacterial strains of <e1>Klebsiella</e1>, Agrobacterium, Pseudomonas, and Ochrobactrum isolated from the roots of a halophytic plant, Arthrocnemum indicum showed <e2>salinity</e2> tolerance ranging from 4 to 8% NaCl, and improved the productivity of <e3>peanut</e3> in saline as well as in control conditions -REF-.	Klebsiella	salinity	peanut	6930159
1	It has been described that when a variety of <e3>Triticum aestivum</e3> susceptible to <e2>salinity</e2> was grown under saline stress and inoculated with <e1>Pseudomonas fluorescens</e1>, several crop yield parameters were improved: number of spikes 76.6%, length of spikes 85.9%, and weight of 100 grains 32.9% -REF-.	Pseudomonas fluorescens	salinity	Triticum aestivum	8781547
1	However, salt-stressed <e3>maize</e3> plants inoculated with Azospirillum lipoferum or <e1>Azotobacter chroococcum</e1> showed reduced Na+, enhanced K+ accumulation, increased K+/Na+ ratio, and improved <e2>salinity</e2> tolerance, indicating that both Azospirillum lipoferum or <e1>Azotobacter chroococcum</e1> contribute to plant ion homeostasis in response to <e2>salinity</e2> -REF-.	Azotobacter chroococcum	salinity	maize	11284086
1	It has been described that when a variety of <e3>Triticum aestivum</e3> susceptible to salinity was grown under <e2>saline stress</e2> and inoculated with <e1>Pseudomonas fluorescens</e1>, several crop yield parameters were improved: number of spikes 76.6%, length of spikes 85.9%, and weight of 100 grains 32.9% -REF-.	Pseudomonas fluorescens	saline stress	Triticum aestivum	8781547
0	However, after <e2>drought</e2> stress, <e1>Sphingomonas</e1> and Massilia had high LDA scores in AH and QS rhizosphere soils, respectively -REF-, pointing to their potential value as novel biomarkers for screening plant growth-promoting rhizobacteria PGPR of two <e3>alfalfa</e3> varieties under <e2>drought</e2> conditions.	Sphingomonas	drought	alfalfa	9995459
0	In this study, two detrimental pathogens, Verticillium <e3>dahlia</e3> cause potato early drying and <e1>Alternaria solani</e1> causal agent of early blight were studied for their interaction with <e2>salinity</e2>.	Alternaria solani	salinity	dahlia	8228783
